#SampleID,BarcodeSequence,LinkerPrimerSequence,Location,Sampling_date,Loc_plot_ID,rep-by-loc,Soil_Zone,genotype,crop,Herbicide_History,Glyphosphate_Treatment,system,System-loc,,Sample,I,D,year,ITS_seq_plate,ITS-date,16s_seq_plate,16s-date,original well-plate,,Year,Site,Plate#,Run#,Original Well,q,PCR Well,original well,Well Type,Replicate,Threshold (dRn),Ct (dRn),Quantity (picograms),RSq (dRn),Slope (dRn),Correction
172.S13,,,Beltsville,post,101,,bulk,RR,corn,15yrs,no_spray,,CT-MD,,Plate1,B,1,2013,228,3/25/16,172,7/23/15,B1-Plate1,,2013,Beltsville,Plate1,Run1,B1,B,1,B1,Unknown,2,0.9032,19.19,2.48,0.999,-3.328,0.497601033
172.S22,,,Beltsville,post,113,,bulk,RR,corn,none,no_spray,,Org_3,,Plate1,B,10,2013,228,3/25/16,172,7/23/15,B10-Plate1,,2013,Beltsville,Plate1,Run2,B4,B,4,B10,Unknown,74,0.7344,18.39,3.66,0.998,-3.289,0.734362815
172.S23,,,Beltsville,pre,113,,bulk,RR,corn,none,spray,,Org_3,,Plate1,B,11,2013,228,3/25/16,172,7/23/15,B11-Plate1,,2013,Beltsville,Plate1,Run2,B5,B,5,B11,Unknown,82,0.7344,18.28,3.95,0.998,-3.289,0.792550032
172.S24,,,Beltsville,post,114,,rhizosphere,Non_RR,soy,none,no_spray,,Org_3,,Plate1,B,12,2013,228,3/25/16,172,7/23/15,B12-Plate1,,2013,Beltsville,Plate1,Run2,B6,B,6,B12,Unknown,90,0.7344,18.67,3.02,0.998,-3.289,0.605949645
172.S14,,,Beltsville,pre,101,,bulk,RR,corn,15yrs,spray,,CT-MD,,Plate1,B,2,2013,228,3/25/16,172,7/23/15,B2-Plate1,,2013,Beltsville,Plate1,Run1,B2,B,2,B2,Unknown,10,0.9032,19.07,2.69,0.999,-3.328,0.539736604
172.S15,,,Beltsville,post,102,,rhizosphere,Non_RR,soy,15yrs,no_spray,,CT-MD,,Plate1,B,3,2013,228,3/25/16,172,7/23/15,B3-Plate1,,2013,Beltsville,Plate1,Run1,B3,B,3,B3,Unknown,18,0.9032,19.23,2.42,0.999,-3.328,0.485562298
172.S16,,,Beltsville,post,103,,bulk,RR,corn,15yrs,no_spray,,NT-MD,,Plate1,B,4,2013,228,3/25/16,172,7/23/15,B4-Plate1,,2013,Beltsville,Plate1,Run1,B4,B,4,B4,Unknown,26,0.9032,19.2,2.46,0.999,-3.328,0.493588121
172.S17,,,Beltsville,pre,103,,bulk,RR,corn,15yrs,spray,,NT-MD,,Plate1,B,5,2013,228,3/25/16,172,7/23/15,B5-Plate1,,2013,Beltsville,Plate1,Run1,B5,B,5,B5,Unknown,34,0.9032,19.15,2.56,0.999,-3.328,0.513652679
172.S18,,,Beltsville,post,104,,rhizosphere,Non_RR,soy,15yrs,no_spray,,NT-MD,,Plate1,B,6,2013,228,3/25/16,172,7/23/15,B6-Plate1,,2013,Beltsville,Plate1,Run1,B6,B,6,B6,Unknown,42,0.9032,19.14,2.56,0.999,-3.328,0.513652679
172.S19,,,Beltsville,post,107,,bulk,Non_RR,soy,none,no_spray,,Org_6,,Plate1,B,7,2013,228,3/25/16,172,7/23/15,B7-Plate1,,2013,Beltsville,Plate1,Run2,B1,B,1,B7,Unknown,50,0.7344,18.55,3.28,0.998,-3.289,0.658117495
172.S20,,,Beltsville,pre,107,,bulk,RR,soy,none,spray,,Org_6,,Plate1,B,8,2013,228,3/25/16,172,7/23/15,B8-Plate1,,2013,Beltsville,Plate1,Run2,B2,B,2,B8,Unknown,58,0.7344,18.93,2.5,0.998,-3.289,0.501613945
172.S21,,,Beltsville,post,110,,rhizosphere,RR,corn,none,no_spray,,Org_6,,Plate1,B,9,2013,228,3/25/16,172,7/23/15,B9-Plate1,,2013,Beltsville,Plate1,Run2,B3,B,3,B9,Unknown,66,0.7344,18.43,3.58,0.998,-3.289,0.718311169
172.S25,,,Beltsville,pre,101,,bulk,Non_RR,corn,15yrs,no_spray,,CT-MD,,Plate1,C,1,2013,228,3/25/16,172,7/23/15,C1-Plate1,,2013,Beltsville,Plate1,Run1,C1,C,1,C1,Unknown,3,0.9032,19.33,2.26,0.999,-3.328,0.453459006
172.S34,,,Beltsville,pre,113,,bulk,Non_RR,corn,none,no_spray,,Org_3,,Plate1,C,10,2013,228,3/25/16,172,7/23/15,C10-Plate1,,2013,Beltsville,Plate1,Run2,C4,C,4,C10,Unknown,75,0.7344,18.58,3.21,0.998,-3.289,0.644072305
172.S35,,,Beltsville,post,113,,rhizosphere,RR,corn,none,spray,,Org_3,,Plate1,C,11,2013,228,3/25/16,172,7/23/15,C11-Plate1,,2013,Beltsville,Plate1,Run2,C5,C,5,C11,Unknown,83,0.7344,18.33,3.82,0.998,-3.289,0.766466107
172.S36,,,Beltsville,pre,114,,rhizosphere,RR,soy,none,no_spray,,Org_3,,Plate1,C,12,2013,228,3/25/16,172,7/23/15,C12-Plate1,,2013,Beltsville,Plate1,Run2,C6,C,6,C12,Unknown,91,0.7344,18.54,3.3,0.998,-3.289,0.662130407
172.S26,,,Beltsville,post,101,,rhizosphere,RR,corn,15yrs,spray,,CT-MD,,Plate1,C,2,2013,228,3/25/16,172,7/23/15,C2-Plate1,,2013,Beltsville,Plate1,Run1,C2,C,2,C2,Unknown,11,0.9032,18.98,2.87,0.999,-3.328,0.575852808
172.S27,,,Beltsville,pre,102,,rhizosphere,RR,soy,15yrs,no_spray,,CT-MD,,Plate1,C,3,2013,228,3/25/16,172,7/23/15,C3-Plate1,,2013,Beltsville,Plate1,Run1,C3,C,3,C3,Unknown,19,0.9032,19.24,2.4,0.999,-3.328,0.481549387
172.S28,,,Beltsville,pre,103,,bulk,Non_RR,corn,15yrs,no_spray,,NT-MD,,Plate1,C,4,2013,228,3/25/16,172,7/23/15,C4-Plate1,,2013,Beltsville,Plate1,Run1,C4,C,4,C4,Unknown,27,0.9032,19.23,2.41,0.999,-3.328,0.483555843
172.S29,,,Beltsville,post,103,,rhizosphere,RR,corn,15yrs,spray,,NT-MD,,Plate1,C,5,2013,228,3/25/16,172,7/23/15,C5-Plate1,,2013,Beltsville,Plate1,Run1,C5,C,5,C5,Unknown,35,0.9032,19.26,2.36,0.999,-3.328,0.473523564
172.S30,,,Beltsville,pre,104,,rhizosphere,RR,soy,15yrs,no_spray,,NT-MD,,Plate1,C,6,2013,228,3/25/16,172,7/23/15,C6-Plate1,,2013,Beltsville,Plate1,Run1,C6,C,6,C6,Unknown,43,0.9032,19.42,2.12,0.999,-3.328,0.425368625
172.S31,,,Beltsville,pre,107,,bulk,RR,soy,none,no_spray,,Org_6,,Plate1,C,7,2013,228,3/25/16,172,7/23/15,C7-Plate1,,2013,Beltsville,Plate1,Run2,C1,C,1,C7,Unknown,51,0.7344,18.94,2.5,0.998,-3.289,0.501613945
172.S32,,,Beltsville,post,107,,rhizosphere,RR,soy,none,spray,,Org_6,,Plate1,C,8,2013,228,3/25/16,172,7/23/15,C8-Plate1,,2013,Beltsville,Plate1,Run2,C2,C,2,C8,Unknown,59,0.7344,18.86,2.65,0.998,-3.289,0.531710781
172.S33,,,Beltsville,pre,110,,rhizosphere,Non_RR,corn,none,no_spray,,Org_6,,Plate1,C,9,2013,228,3/25/16,172,7/23/15,C9-Plate1,,2013,Beltsville,Plate1,Run2,C3,C,3,C9,Unknown,67,0.7344,18.82,2.72,0.998,-3.289,0.545755972
172.S37,,,Beltsville,pre,101,,bulk,RR,corn,15yrs,no_spray,,CT-MD,,Plate1,D,1,2013,228,3/25/16,172,7/23/15,D1-Plate1,,2013,Beltsville,Plate1,Run1,D1,D,1,D1,Unknown,4,0.9032,19.4,2.15,0.999,-3.328,0.431387992
172.S46,,,Beltsville,pre,113,,bulk,RR,corn,none,no_spray,,Org_3,,Plate1,D,10,2013,228,3/25/16,172,7/23/15,D10-Plate1,,2013,Beltsville,Plate1,Run2,D4,D,4,D10,Unknown,76,0.7344,19.34,1.88,0.998,-3.289,0.377213686
172.S47,,,Beltsville,pre,113,,rhizosphere,RR,corn,none,spray,,Org_3,,Plate1,D,11,2013,228,3/25/16,172,7/23/15,D11-Plate1,,2013,Beltsville,Plate1,Run2,D5,D,5,D11,Unknown,84,0.7344,18.36,3.74,0.998,-3.289,0.750414461
172.S48,,,Beltsville,pre,114,,rhizosphere,Non_RR,soy,none,no_spray,,Org_3,,Plate1,D,12,2013,228,3/25/16,172,7/23/15,D12-Plate1,,2013,Beltsville,Plate1,Run2,D6,D,6,D12,Unknown,92,0.7344,18.57,3.24,0.998,-3.289,0.650091672
172.S38,,,Beltsville,pre,101,,rhizosphere,RR,corn,15yrs,spray,,CT-MD,,Plate1,D,2,2013,228,3/25/16,172,7/23/15,D2-Plate1,,2013,Beltsville,Plate1,Run1,D2,D,2,D2,Unknown,12,0.9032,19.6,1.87,0.999,-3.328,0.375207231
172.S39,,,Beltsville,pre,102,,rhizosphere,Non_RR,soy,15yrs,no_spray,,CT-MD,,Plate1,D,3,2013,228,3/25/16,172,7/23/15,D3-Plate1,,2013,Beltsville,Plate1,Run1,D3,D,3,D3,Unknown,20,0.9032,18.22,4.86,0.999,-3.328,0.975137508
172.S40,,,Beltsville,pre,103,,bulk,RR,corn,15yrs,no_spray,,NT-MD,,Plate1,D,4,2013,228,3/25/16,172,7/23/15,D4-Plate1,,2013,Beltsville,Plate1,Run1,D4,D,4,D4,Unknown,28,0.9032,19.32,2.27,0.999,-3.328,0.455465462
172.S41,,,Beltsville,pre,103,,rhizosphere,RR,corn,15yrs,spray,,NT-MD,,Plate1,D,5,2013,228,3/25/16,172,7/23/15,D5-Plate1,,2013,Beltsville,Plate1,Run1,D5,D,5,D5,Unknown,36,0.9032,19.16,2.54,0.999,-3.328,0.509639768
172.S42,,,Beltsville,pre,104,,rhizosphere,Non_RR,soy,15yrs,no_spray,,NT-MD,,Plate1,D,6,2013,228,3/25/16,172,7/23/15,D6-Plate1,,2013,Beltsville,Plate1,Run1,D6,D,6,D6,Unknown,44,0.9032,19.24,2.4,0.999,-3.328,0.481549387
172.S43,,,Beltsville,pre,107,,bulk,Non_RR,soy,none,no_spray,,Org_6,,Plate1,D,7,2013,228,3/25/16,172,7/23/15,D7-Plate1,,2013,Beltsville,Plate1,Run2,D1,D,1,D7,Unknown,52,0.7344,18.74,2.88,0.998,-3.289,0.577859264
172.S44,,,Beltsville,pre,107,,rhizosphere,RR,soy,none,spray,,Org_6,,Plate1,D,8,2013,228,3/25/16,172,7/23/15,D8-Plate1,,2013,Beltsville,Plate1,Run2,D2,D,2,D8,Unknown,60,0.7344,18.61,3.14,0.998,-3.289,0.630027114
172.S45,,,Beltsville,pre,110,,rhizosphere,RR,corn,none,no_spray,,Org_6,,Plate1,D,9,2013,228,3/25/16,172,7/23/15,D9-Plate1,,2013,Beltsville,Plate1,Run2,D3,D,3,D9,Unknown,68,0.7344,18.74,2.87,0.998,-3.289,0.575852808
172.S49,,,Beltsville,post,101,,rhizosphere,Non_RR,corn,15yrs,no_spray,,CT-MD,,Plate1,E,1,2013,228,3/25/16,172,7/23/15,E1-Plate1,,2013,Beltsville,Plate1,Run1,E1,E,1,E1,Unknown,5,0.9032,18.95,2.93,0.999,-3.328,0.587891543
172.S58,,,Beltsville,post,113,,rhizosphere,Non_RR,corn,none,no_spray,,Org_3,,Plate1,E,10,2013,228,3/25/16,172,7/23/15,E10-Plate1,,2013,Beltsville,Plate1,Run2,E4,E,4,E10,Unknown,77,0.7344,18.52,3.34,0.998,-3.289,0.67015623
172.S59,,,Beltsville,post,114,,bulk,RR,soy,none,no_spray,,Org_3,,Plate1,E,11,2013,228,3/25/16,172,7/23/15,E11-Plate1,,2013,Beltsville,Plate1,Run2,E5,E,5,E11,Unknown,85,0.7344,18.32,3.86,0.998,-3.289,0.77449193
172.S60,,,Beltsville,post,114,,bulk,RR,soy,none,spray,,Org_3,,Plate1,E,12,2013,228,3/25/16,172,7/23/15,E12-Plate1,,2013,Beltsville,Plate1,Run2,E6,E,6,E12,Unknown,93,0.7344,18.45,3.51,0.998,-3.289,0.704265978
172.S50,,,Beltsville,post,102,,bulk,RR,soy,15yrs,no_spray,,CT-MD,,Plate1,E,2,2013,228,3/25/16,172,7/23/15,E2-Plate1,,2013,Beltsville,Plate1,Run1,E2,E,2,E2,Unknown,13,0.9032,19.31,2.28,0.999,-3.328,0.457471917
172.S51,,,Beltsville,post,102,,bulk,RR,soy,15yrs,spray,,CT-MD,,Plate1,E,3,2013,228,3/25/16,172,7/23/15,E3-Plate1,,2013,Beltsville,Plate1,Run1,E3,E,3,E3,Unknown,21,0.9032,19.09,2.66,0.999,-3.328,0.533717237
172.S52,,,Beltsville,post,103,,rhizosphere,Non_RR,corn,15yrs,no_spray,,NT-MD,,Plate1,E,4,2013,228,3/25/16,172,7/23/15,E4-Plate1,,2013,Beltsville,Plate1,Run1,E4,E,4,E4,Unknown,29,0.9032,19.37,2.19,0.999,-3.328,0.439413815
172.S53,,,Beltsville,post,104,,bulk,RR,soy,15yrs,no_spray,,NT-MD,,Plate1,E,5,2013,228,3/25/16,172,7/23/15,E5-Plate1,,2013,Beltsville,Plate1,Run1,E5,E,5,E5,Unknown,37,0.9032,19.08,2.68,0.999,-3.328,0.537730149
172.S54,,,Beltsville,post,104,,bulk,RR,soy,15yrs,spray,,NT-MD,,Plate1,E,6,2013,228,3/25/16,172,7/23/15,E6-Plate1,,2013,Beltsville,Plate1,Run1,E6,E,6,E6,Unknown,45,0.9032,19.26,2.37,0.999,-3.328,0.475530019
172.S55,,,Beltsville,post,107,,rhizosphere,RR,soy,none,no_spray,,Org_6,,Plate1,E,7,2013,228,3/25/16,172,7/23/15,E7-Plate1,,2013,Beltsville,Plate1,Run2,E1,E,1,E7,Unknown,53,0.7344,18.73,2.88,0.998,-3.289,0.577859264
172.S56,,,Beltsville,post,110,,bulk,Non_RR,corn,none,no_spray,,Org_6,,Plate1,E,8,2013,228,3/25/16,172,7/23/15,E8-Plate1,,2013,Beltsville,Plate1,Run2,E2,E,2,E8,Unknown,61,0.7344,18.66,3.04,0.998,-3.289,0.609962557
172.S57,,,Beltsville,post,110,,bulk,RR,corn,none,spray,,Org_6,,Plate1,E,9,2013,228,3/25/16,172,7/23/15,E9-Plate1,,2013,Beltsville,Plate1,Run2,E3,E,3,E9,Unknown,69,0.7344,18.63,3.1,0.998,-3.289,0.622001291
172.S61,,,Beltsville,post,101,,rhizosphere,RR,corn,15yrs,no_spray,,CT-MD,,Plate1,F,1,2013,228,3/25/16,172,7/23/15,F1-Plate1,,2013,Beltsville,Plate1,Run1,F1,F,1,F1,Unknown,6,0.9032,19.49,2.02,0.999,-3.328,0.405304067
172.S70,,,Beltsville,post,113,,rhizosphere,RR,corn,none,no_spray,,Org_3,,Plate1,F,10,2013,228,3/25/16,172,7/23/15,F10-Plate1,,2013,Beltsville,Plate1,Run2,F4,F,4,F10,Unknown,78,0.7344,18.39,3.66,0.998,-3.289,0.734362815
172.S71,,,Beltsville,post,114,,bulk,Non_RR,soy,none,no_spray,,Org_3,,Plate1,F,11,2013,228,3/25/16,172,7/23/15,F11-Plate1,,2013,Beltsville,Plate1,Run2,F5,F,5,F11,Unknown,86,0.7344,18.5,3.4,0.998,-3.289,0.682194965
172.S72,,,Beltsville,pre,114,,bulk,RR,soy,none,spray,,Org_3,,Plate1,F,12,2013,228,3/25/16,172,7/23/15,F12-Plate1,,2013,Beltsville,Plate1,Run2,F6,F,6,F12,Unknown,94,0.7344,18.71,2.93,0.998,-3.289,0.587891543
172.S62,,,Beltsville,post,102,,bulk,Non_RR,soy,15yrs,no_spray,,CT-MD,,Plate1,F,2,2013,228,3/25/16,172,7/23/15,F2-Plate1,,2013,Beltsville,Plate1,Run1,F2,F,2,F2,Unknown,14,0.9032,19.32,2.27,0.999,-3.328,0.455465462
172.S63,,,Beltsville,pre,102,,bulk,RR,soy,15yrs,spray,,CT-MD,,Plate1,F,3,2013,228,3/25/16,172,7/23/15,F3-Plate1,,2013,Beltsville,Plate1,Run1,F3,F,3,F3,Unknown,22,0.9032,19.04,2.76,0.999,-3.328,0.553781795
172.S64,,,Beltsville,post,103,,rhizosphere,RR,corn,15yrs,no_spray,,NT-MD,,Plate1,F,4,2013,228,3/25/16,172,7/23/15,F4-Plate1,,2013,Beltsville,Plate1,Run1,F4,F,4,F4,Unknown,30,0.9032,19.37,2.19,0.999,-3.328,0.439413815
172.S65,,,Beltsville,post,104,,bulk,Non_RR,soy,15yrs,no_spray,,NT-MD,,Plate1,F,5,2013,228,3/25/16,172,7/23/15,F5-Plate1,,2013,Beltsville,Plate1,Run1,F5,F,5,F5,Unknown,38,0.9032,19.05,2.72,0.999,-3.328,0.545755972
172.S66,,,Beltsville,pre,104,,bulk,RR,soy,15yrs,spray,,NT-MD,,Plate1,F,6,2013,228,3/25/16,172,7/23/15,F6-Plate1,,2013,Beltsville,Plate1,Run1,F6,F,6,F6,Unknown,46,0.9032,19.08,2.68,0.999,-3.328,0.537730149
172.S67,,,Beltsville,post,107,,rhizosphere,Non_RR,soy,none,no_spray,,Org_6,,Plate1,F,7,2013,228,3/25/16,172,7/23/15,F7-Plate1,,2013,Beltsville,Plate1,Run2,F1,F,1,F7,Unknown,54,0.7344,18.58,3.22,0.998,-3.289,0.646078761
172.S68,,,Beltsville,post,110,,bulk,RR,corn,none,no_spray,,Org_6,,Plate1,F,8,2013,228,3/25/16,172,7/23/15,F8-Plate1,,2013,Beltsville,Plate1,Run2,F2,F,2,F8,Unknown,62,0.7344,19,2.4,0.998,-3.289,0.481549387
172.S69,,,Beltsville,pre,110,,bulk,RR,corn,none,spray,,Org_6,,Plate1,F,9,2013,228,3/25/16,172,7/23/15,F9-Plate1,,2013,Beltsville,Plate1,Run2,F3,F,3,F9,Unknown,70,0.7344,18.55,3.28,0.998,-3.289,0.658117495
172.S73,,,Beltsville,pre,101,,rhizosphere,Non_RR,corn,15yrs,no_spray,,CT-MD,,Plate1,G,1,2013,228,3/25/16,172,7/23/15,G1-Plate1,,2013,Beltsville,Plate1,Run1,G1,G,1,G1,Unknown,7,0.9032,19.54,1.95,0.999,-3.328,0.391258877
172.S82,,,Beltsville,pre,113,,rhizosphere,Non_RR,corn,none,no_spray,,Org_3,,Plate1,G,10,2013,228,3/25/16,172,7/23/15,G10-Plate1,,2013,Beltsville,Plate1,Run2,G4,G,4,G10,Unknown,79,0.7344,18.55,3.27,0.998,-3.289,0.656111039
172.S83,,,Beltsville,pre,114,,bulk,RR,soy,none,no_spray,,Org_3,,Plate1,G,11,2013,228,3/25/16,172,7/23/15,G11-Plate1,,2013,Beltsville,Plate1,Run2,G5,G,5,G11,Unknown,87,0.7344,18.68,2.99,0.998,-3.289,0.599930278
172.S84,,,Beltsville,post,114,,rhizosphere,RR,soy,none,spray,,Org_3,,Plate1,G,12,2013,228,3/25/16,172,7/23/15,G12-Plate1,,2013,Beltsville,Plate1,Run2,G6,G,6,G12,Unknown,95,0.7344,18.52,3.36,0.998,-3.289,0.674169141
172.S74,,,Beltsville,pre,102,,bulk,RR,soy,15yrs,no_spray,,CT-MD,,Plate1,G,2,2013,228,3/25/16,172,7/23/15,G2-Plate1,,2013,Beltsville,Plate1,Run1,G2,G,2,G2,Unknown,15,0.9032,19.2,2.47,0.999,-3.328,0.495594577
172.S75,,,Beltsville,post,102,,rhizosphere,RR,soy,15yrs,spray,,CT-MD,,Plate1,G,3,2013,228,3/25/16,172,7/23/15,G3-Plate1,,2013,Beltsville,Plate1,Run1,G3,G,3,G3,Unknown,23,0.9032,19.28,2.34,0.999,-3.328,0.469510652
172.S76,,,Beltsville,pre,103,,rhizosphere,Non_RR,corn,15yrs,no_spray,,NT-MD,,Plate1,G,4,2013,228,3/25/16,172,7/23/15,G4-Plate1,,2013,Beltsville,Plate1,Run1,G4,G,4,G4,Unknown,31,0.9032,19.21,2.45,0.999,-3.328,0.491581666
172.S77,,,Beltsville,pre,104,,bulk,RR,soy,15yrs,no_spray,,NT-MD,,Plate1,G,5,2013,228,3/25/16,172,7/23/15,G5-Plate1,,2013,Beltsville,Plate1,Run1,G5,G,5,G5,Unknown,39,0.9032,19.13,2.58,0.999,-3.328,0.517665591
172.S78,,,Beltsville,post,104,,rhizosphere,RR,soy,15yrs,spray,,NT-MD,,Plate1,G,6,2013,228,3/25/16,172,7/23/15,G6-Plate1,,2013,Beltsville,Plate1,Run1,G6,G,6,G6,Unknown,47,0.9032,19.03,2.77,0.999,-3.328,0.555788251
172.S79,,,Beltsville,pre,107,,rhizosphere,RR,soy,none,no_spray,,Org_6,,Plate1,G,7,2013,228,3/25/16,172,7/23/15,G7-Plate1,,2013,Beltsville,Plate1,Run2,G1,G,1,G7,Unknown,55,0.7344,18.78,2.79,0.998,-3.289,0.559801162
172.S80,,,Beltsville,pre,110,,bulk,Non_RR,corn,none,no_spray,,Org_6,,Plate1,G,8,2013,228,3/25/16,172,7/23/15,G8-Plate1,,2013,Beltsville,Plate1,Run2,G2,G,2,G8,Unknown,63,0.7344,18.65,3.06,0.998,-3.289,0.613975468
172.S81,,,Beltsville,post,110,,rhizosphere,RR,corn,none,spray,,Org_6,,Plate1,G,9,2013,228,3/25/16,172,7/23/15,G9-Plate1,,2013,Beltsville,Plate1,Run2,G3,G,3,G9,Unknown,71,0.7344,18.45,3.51,0.998,-3.289,0.704265978
172.S85,,,Beltsville,pre,101,,rhizosphere,RR,corn,15yrs,no_spray,,CT-MD,,Plate1,H,1,2013,228,3/25/16,172,7/23/15,H1-Plate1,,2013,Beltsville,Plate1,Run1,H1,H,1,H1,Unknown,8,0.9032,19.29,2.31,0.999,-3.328,0.463491285
172.S94,,,Beltsville,pre,113,,rhizosphere,RR,corn,none,no_spray,,Org_3,,Plate1,H,10,2013,228,3/25/16,172,7/23/15,H10-Plate1,,2013,Beltsville,Plate1,Run2,H4,H,4,H10,Unknown,80,0.7344,18.52,3.35,0.998,-3.289,0.672162686
172.S95,,,Beltsville,pre,114,,bulk,Non_RR,soy,none,no_spray,,Org_3,,Plate1,H,11,2013,228,3/25/16,172,7/23/15,H11-Plate1,,2013,Beltsville,Plate1,Run2,H5,H,5,H11,Unknown,88,0.7344,No Ct,No Ct,0.998,-3.289,#VALUE!
172.S96,,,Beltsville,pre,114,,rhizosphere,RR,soy,none,spray,,Org_3,,Plate1,H,12,2013,228,3/25/16,172,7/23/15,H12-Plate1,,2013,Beltsville,Plate1,Run2,H6,H,6,H12,Unknown,96,0.7344,18.69,2.97,0.998,-3.289,0.595917366
172.S86,,,Beltsville,pre,102,,bulk,Non_RR,soy,15yrs,no_spray,,CT-MD,,Plate1,H,2,2013,228,3/25/16,172,7/23/15,H2-Plate1,,2013,Beltsville,Plate1,Run1,H2,H,2,H2,Unknown,16,0.9032,18.96,2.9,0.999,-3.328,0.581872176
172.S87,,,Beltsville,pre,102,,rhizosphere,RR,soy,15yrs,spray,,CT-MD,,Plate1,H,3,2013,228,3/25/16,172,7/23/15,H3-Plate1,,2013,Beltsville,Plate1,Run1,H3,H,3,H3,Unknown,24,0.9032,19.26,2.36,0.999,-3.328,0.473523564
172.S88,,,Beltsville,pre,103,,rhizosphere,RR,corn,15yrs,no_spray,,NT-MD,,Plate1,H,4,2013,228,3/25/16,172,7/23/15,H4-Plate1,,2013,Beltsville,Plate1,Run1,H4,H,4,H4,Unknown,32,0.9032,19.19,2.48,0.999,-3.328,0.497601033
172.S89,,,Beltsville,pre,104,,bulk,Non_RR,soy,15yrs,no_spray,,NT-MD,,Plate1,H,5,2013,228,3/25/16,172,7/23/15,H5-Plate1,,2013,Beltsville,Plate1,Run1,H5,H,5,H5,Unknown,40,0.9032,19.3,2.29,0.999,-3.328,0.459478373
